Stock1,Stock2,EntryThreshold,ExitThreshold,PercentageGain
RF,IVZ,2.4000000000000012,0.9,3.9174344533328456
APH,DD,2.7000000000000015,0.0,6.313830750152031
CE,ETN,2.9000000000000017,0.0,3.0162013521990856
QRVO,BR,2.300000000000001,0.0,7.563058916175145
TXN,BR,2.6000000000000014,0.0,11.425516041020686
PPL,PEAK,2.5000000000000013,0.0,5.1611809823610155
IQV,SWK,2.9000000000000017,0.0,5.824893798494547
CMA,AFL,2.9000000000000017,0.0,4.675556562018566
PRU,COF,2.7000000000000015,0.0,12.792112479091122
SYY,PRU,2.6000000000000014,0.0,4.689790774939976
VTR,MET,2.6000000000000014,0.8,2.7250817509203316
CZR,DOW,2.9000000000000017,0.0,13.873800152423168
TRGP,SLB,2.000000000000001,0.30000000000000004,0.9069906645249806
EXPD,CHRW,2.8000000000000016,0.2,3.3318369934742917
NSC,EL,2.7000000000000015,0.0,13.108874563878517
ODFL,DHR,2.9000000000000017,0.0,3.962441900619895
ACN,SHW,2.4000000000000012,0.0,3.2255854664604224
TMUS,CDNS,2.8000000000000016,0.0,1.9171918794363654
AIG,DAL,2.100000000000001,0.2,3.662238113268369
TMUS,ETSY,2.200000000000001,0.1,8.83712493626195
ROST,MAR,2.7000000000000015,0.4,3.124378630167757
CARR,LKQ,2.5000000000000013,0.2,2.9859701191775945
SHW,DHR,2.5000000000000013,0.6000000000000001,3.0389481383426746
ACN,ISRG,2.6000000000000014,0.0,4.480707924472436
GRMN,AME,2.6000000000000014,0.0,2.480986952541222
AME,DOV,2.7000000000000015,0.1,4.068429238807863
CRL,SEDG,2.300000000000001,0.0,6.333635241688136
ROK,META,2.200000000000001,0.0,7.412194278477482
PTC,APTV,2.7000000000000015,0.1,9.228382489123279
CARR,SYF,2.8000000000000016,0.0,4.492328477338445
LIN,ISRG,2.7000000000000015,0.0,3.673033509449751
GM,IR,2.5000000000000013,0.0,6.226186299938635
UAL,OKE,2.8000000000000016,0.0,28.743452992223656
MET,USB,2.7000000000000015,0.0,3.0062118807667555
CARR,STLD,2.7000000000000015,0.0,5.04817543437581
SWKS,JBHT,2.9000000000000017,0.2,4.814888189492222
TFC,VTR,2.4000000000000012,0.0,4.300048220242904
RF,KEY,2.300000000000001,0.7000000000000001,1.5504825163035258
SBUX,APTV,2.4000000000000012,0.0,7.064664603332553
CMI,DE,2.9000000000000017,0.0,8.88200387116175
RCL,WELL,2.9000000000000017,0.0,11.443926908640774
APH,CPRT,2.000000000000001,0.0,2.14091805328357
UHS,MAR,2.6000000000000014,0.0,4.4991711838243935
PG,UPS,2.8000000000000016,0.0,1.653915875933172
QRVO,NKE,2.300000000000001,0.30000000000000004,3.2095046252526767
C,EOG,2.6000000000000014,0.0,9.571724500595899
CDNS,MTCH,2.5000000000000013,0.0,6.3976258326821895
ROST,FISV,2.8000000000000016,0.0,5.312672056478619
EMR,FTV,2.6000000000000014,0.0,6.506600733779873
TGT,UPS,2.6000000000000014,0.30000000000000004,2.5846566041113657
META,HD,2.6000000000000014,0.0,4.121169134842554
UAL,L,2.8000000000000016,0.1,5.305412359022937
TFC,AFL,2.8000000000000016,0.0,6.3408214522048185
EL,DE,2.6000000000000014,0.0,7.91302337301442
LUV,L,2.8000000000000016,0.0,10.270632060416137
SNA,SWK,2.5000000000000013,0.0,6.565296168048629
VTR,ALK,2.8000000000000016,0.0,4.622007530739087
FITB,CNP,2.5000000000000013,0.1,6.079682340940318
AIG,ACGL,1.7000000000000006,0.2,-0.40824376680740376
CMI,FDX,2.5000000000000013,0.0,8.756310882180912
HST,KIM,2.7000000000000015,0.0,6.618062973171068
COF,LW,2.8000000000000016,0.0,3.9937120993548043
TXN,TGT,2.6000000000000014,0.2,4.516986375591495
SWKS,BR,2.9000000000000017,0.0,4.328814601782322
PNW,AEP,2.7000000000000015,0.1,3.624171791156722
PTC,ALB,2.7000000000000015,0.0,5.1628308756472014
CMCSA,DOW,2.8000000000000016,0.0,6.489859317714916
TJX,DFS,2.8000000000000016,0.0,4.8001893941133185
EMN,GOOG,2.9000000000000017,0.0,6.430310241099088
NKE,PKI,2.6000000000000014,0.0,2.882997951027343
DRI,EXPE,2.7000000000000015,0.0,3.377284429446591
QCOM,TSLA,2.200000000000001,0.0,9.202970602894926
GOOGL,EMN,2.9000000000000017,0.0,6.417406356414697
AAPL,ETSY,2.9000000000000017,0.0,11.109821390786983
SBUX,TEL,2.000000000000001,0.6000000000000001,1.564665112862312
TFC,LNC,1.3000000000000003,0.0,0.730433423858725
PPL,FOX,2.8000000000000016,0.0,5.373021764859585
VTR,WRB,2.100000000000001,0.6000000000000001,1.7990761238398254
VRSK,ITW,2.5000000000000013,0.0,5.514322441262733
BAC,WBD,2.9000000000000017,0.0,7.081400887584017
DOV,ETN,2.8000000000000016,0.0,3.802347960250089
PARA,SYF,2.9000000000000017,0.0,5.291293296824441
LNC,USB,1.6000000000000005,0.7000000000000001,0.344279455147783
LYV,CBRE,2.100000000000001,0.30000000000000004,5.763278984258338
CL,BALL,2.9000000000000017,0.5,3.3344357510807763
ANSS,AVGO,2.7000000000000015,0.2,1.7298452296538067
ETSY,NVDA,2.7000000000000015,0.0,16.87071204304453
AAPL,A,2.300000000000001,0.0,4.534840933048398
AAPL,TSLA,2.7000000000000015,0.0,14.652788574589321
MPC,ZION,2.7000000000000015,0.0,4.897820552741841
APD,HD,2.7000000000000015,0.0,4.856189632031551
MTCH,ETSY,2.8000000000000016,0.0,11.179530259983451
DXC,SLB,2.5000000000000013,0.0,7.230616940005939
LNC,PFG,2.8000000000000016,0.0,3.2340487517885865
VRSK,DHR,2.4000000000000012,0.0,1.8001865801494334
COF,VFC,2.9000000000000017,0.30000000000000004,4.119523092683446
ROK,SHW,2.6000000000000014,0.0,5.627570377335169
PRU,LW,2.7000000000000015,0.0,3.2795979415735124
ACN,ROK,2.6000000000000014,0.6000000000000001,5.0330593240277794
HLT,EXPE,2.5000000000000013,0.0,5.909188705972086
MET,TXT,2.5000000000000013,0.9,3.3922223860646494
IP,IR,2.5000000000000013,0.30000000000000004,2.2654882828109257
TMUS,TSLA,2.7000000000000015,0.0,13.112201210831307
LNC,ALK,2.300000000000001,0.0,4.3886713423799835
TT,QCOM,2.8000000000000016,0.5,9.907694778567251
SWK,WHR,2.100000000000001,0.0,3.339892684581469
GM,STLD,2.8000000000000016,0.8,3.5742008993174577
TMUS,NVDA,1.0,0.30000000000000004,1.5952658161254167
J,ETN,2.8000000000000016,0.0,2.852606194314656
DD,MCHP,2.4000000000000012,0.0,5.336129343067874
BK,USB,2.5000000000000013,0.9,1.671251334827454
YUM,EXPE,2.9000000000000017,0.2,4.997199980013169
MTB,JPM,2.4000000000000012,0.2,3.430804245487561
CDNS,A,2.6000000000000014,0.0,5.990027573482155
DG,SNPS,2.200000000000001,0.8,3.288413743884116
IEX,URI,2.7000000000000015,0.0,3.8878321446818456
AJG,ETN,2.8000000000000016,0.0,7.903802185374506
PNC,UHS,2.6000000000000014,0.0,4.497598797642299
ADSK,ACN,2.200000000000001,0.0,4.005196990954747
NTRS,GL,2.7000000000000015,0.9,1.6370839187044177
LNC,CMA,2.8000000000000016,0.0,11.087863360954971
ROST,JPM,2.9000000000000017,0.0,5.626729224345153
LUV,USB,2.6000000000000014,0.0,7.20581729847489
LIN,SHW,2.4000000000000012,0.7000000000000001,3.7114910497350344
VRSK,SNPS,1.7000000000000006,0.4,3.132065665586787
TXN,NXPI,1.7000000000000006,0.4,0.8205872901316479
SYY,WAB,2.7000000000000015,0.0,4.810902183768853
VTR,CMA,2.5000000000000013,0.0,11.312417091148918
PFG,XRAY,2.9000000000000017,0.0,9.912096030465776
ODFL,DG,2.7000000000000015,0.0,3.7323742375683375
ROST,AXP,2.9000000000000017,0.2,5.018360993688558
YUM,DRI,2.8000000000000016,0.1,5.559681638649217
DVN,HST,2.7000000000000015,0.0,10.818350112699708
LUV,CMA,2.200000000000001,0.2,3.7127536780068
CMA,HIG,2.8000000000000016,0.0,4.908055035729845
ALLE,JPM,2.6000000000000014,0.0,3.9122984689254086
GWW,INTU,2.200000000000001,0.0,3.206599861609183
PPL,FOXA,2.9000000000000017,0.0,6.209715298193702
CBRE,TJX,2.5000000000000013,0.2,4.049325188721372
AFL,BK,2.4000000000000012,0.0,3.0203705301945676
LNC,BK,2.7000000000000015,0.0,1.1871965336379224
DTE,DOV,2.8000000000000016,0.0,8.750215496906625
EIX,SO,2.9000000000000017,0.0,1.7516449744569937
ACN,META,2.7000000000000015,0.0,5.289819612817948
ALB,APTV,2.5000000000000013,0.0,5.330665758513808
MPWR,WST,2.8000000000000016,0.0,5.259506964254214
PCAR,HOLX,2.4000000000000012,0.0,6.079004624393551
VTR,XRAY,2.5000000000000013,0.0,3.572043718978025
CDAY,EMN,2.6000000000000014,0.0,6.462526514279205
ANSS,POOL,2.7000000000000015,0.0,5.431833706936037
NXPI,AVY,2.8000000000000016,0.0,6.645636579079485
OTIS,FTV,2.7000000000000015,0.0,2.0019417383437297
LYB,PAYX,2.000000000000001,0.0,3.7692743044628054
DOW,ADM,2.8000000000000016,0.30000000000000004,3.8747380864693453
SYY,DFS,2.7000000000000015,0.6000000000000001,7.0561078404112285
APH,MS,2.9000000000000017,0.0,4.870132206271556
HLT,GL,2.7000000000000015,0.1,7.551465065691988
CPRT,TRMB,2.5000000000000013,0.0,2.7073294462274937
AAPL,QCOM,2.8000000000000016,0.0,4.320112006420614
PWR,TRMB,2.9000000000000017,0.8,3.6370874438719185
UAL,AFL,2.8000000000000016,0.0,3.812130984356795
PNR,DOW,2.8000000000000016,0.0,10.689467269687402
RTX,TSN,2.300000000000001,0.8,2.4140463946600437
MHK,MAR,2.5000000000000013,0.0,8.557621138026485
AME,NKE,2.000000000000001,0.0,2.430274786493463
GRMN,AJG,2.200000000000001,0.1,2.446948715038152
TRGP,NCLH,1.3000000000000003,0.6000000000000001,2.214329709849814
PHM,BRO,2.9000000000000017,0.0,0.5929253113086602
UHS,JPM,2.7000000000000015,0.0,4.381200566810327
TSCO,EA,2.4000000000000012,0.0,3.8716407151917434
FDX,DHR,2.200000000000001,0.0,1.7340839316239407
CZR,CMCSA,2.9000000000000017,0.0,10.027117452092995
SNPS,SEDG,1.6000000000000005,0.0,5.525119601184877
CARR,WY,2.9000000000000017,0.2,2.2955778019903668
SEE,IR,2.4000000000000012,0.0,5.365671771239581
SEE,JCI,1.6000000000000005,0.0,2.939123581497772
CMI,SNPS,2.6000000000000014,0.0,6.093472464158285
PAYX,SBUX,2.100000000000001,0.0,3.8827415506064664
TSLA,A,2.8000000000000016,0.2,13.904188118392208
DXC,CCL,2.4000000000000012,0.9,2.939645995051102
OTIS,HOLX,2.5000000000000013,0.0,4.814692301714153
LYV,TJX,1.1,0.0,2.847996913803724
IQV,AMP,2.7000000000000015,0.8,4.779649540502659
GWW,IDXX,2.5000000000000013,0.0,7.654251622490188
EMR,DFS,2.7000000000000015,0.7000000000000001,2.604753535646828
MTCH,TSLA,2.200000000000001,0.0,15.123875639712924
SHW,DE,2.200000000000001,0.1,3.4830072082410934
CHD,MKC,2.5000000000000013,0.0,3.2989192793815536
ODFL,CMI,2.6000000000000014,0.0,2.920005164060023
CE,EXPE,2.9000000000000017,0.5,5.024757385964339
IDXX,COST,2.8000000000000016,0.0,12.080953249730038
LKQ,STLD,2.9000000000000017,0.4,7.319643812933592
TFC,PFG,2.200000000000001,0.0,1.9911448471839206
EMR,WAB,2.7000000000000015,0.2,4.422292730804818
CHD,CHRW,2.7000000000000015,0.0,4.010926904856546
FANG,HES,2.300000000000001,0.2,2.0189583411385046
BAC,PEAK,2.8000000000000016,0.0,7.301994952784647
O,WELL,2.7000000000000015,0.2,3.5650425942684443
DHR,SEDG,2.8000000000000016,0.0,8.003474417252011
GRMN,TEL,2.9000000000000017,0.4,3.513852170841948
GM,LKQ,2.8000000000000016,0.0,6.029240328259907
RCL,TSN,1.9000000000000008,0.1,0.6357802222839598
NTRS,HAS,2.9000000000000017,0.0,5.792985138679924
OTIS,DD,2.7000000000000015,0.1,1.9818041753665951
LYB,WAB,2.9000000000000017,0.0,4.962028536344783
AAPL,MTCH,2.7000000000000015,0.7000000000000001,3.1206637232260683
ADSK,ROK,2.6000000000000014,0.0,13.018293555095713
MHK,ROST,2.5000000000000013,0.8,4.261521911156527
AES,NWL,2.8000000000000016,0.0,6.683994996084257
ABT,NVDA,1.6000000000000005,0.0,2.154566868370086
PTC,TEL,2.9000000000000017,0.6000000000000001,3.7360071462660427
ODFL,VRSK,2.9000000000000017,0.30000000000000004,4.9608133477437555
PPG,AVY,2.8000000000000016,0.0,7.502014803277375
SYY,RCL,2.9000000000000017,0.0,0
TPR,IPG,2.7000000000000015,0.6000000000000001,6.409560520472561
PXD,WYNN,2.8000000000000016,0.0,14.565034800341135
DD,MS,2.5000000000000013,0.0,2.638148771739305
DG,DHR,2.300000000000001,0.9,0.9376009101322013
LNC,HIG,2.5000000000000013,0.0,3.5474096534206385
AIZ,HCA,2.9000000000000017,0.0,6.222432547702893
NKE,PKG,2.9000000000000017,0.0,6.198877359598317
DG,MOH,2.8000000000000016,0.5,4.989744186042745
CSGP,EXPD,2.4000000000000012,0.1,3.1885082224380477
EIX,OMC,2.7000000000000015,0.6000000000000001,4.206058862405459
FAST,NDAQ,2.4000000000000012,0.0,3.740311204182371
RJF,XRAY,2.9000000000000017,0.0,8.040251162732257
ITW,CRL,2.000000000000001,0.0,4.797881641176305
UHS,MDT,2.200000000000001,0.0,1.488767100289996
C,WELL,2.7000000000000015,0.5,8.139987754755627
MPC,BK,2.7000000000000015,0.0,3.881334360979553
VTR,PFG,2.7000000000000015,0.0,7.08022192394963
SPGI,FDS,2.6000000000000014,0.0,2.237575826443407
CMCSA,PNR,2.100000000000001,0.1,0.948062600532217
RL,WYNN,2.8000000000000016,0.0,7.58605261358603
TMO,ADBE,2.7000000000000015,0.0,4.950990324049978
FDX,SEDG,2.9000000000000017,0.1,5.905535025942851
COP,OKE,1.7000000000000006,0.1,2.4084481527963257
LRCX,ALGN,2.300000000000001,0.0,6.739036841614346
GRMN,ETN,2.6000000000000014,0.0,3.037685443741619
TER,PTC,2.8000000000000016,0.0,2.105613460261444
AVGO,IDXX,2.9000000000000017,0.0,4.736769333460475
MHK,AXP,1.9000000000000008,0.1,4.838275291398414
REG,HIG,2.7000000000000015,0.8,3.82723242074961
BAC,FOX,2.6000000000000014,0.0,6.87606100683603
IT,CDW,2.4000000000000012,0.4,3.9220990474896853
RL,FRT,2.4000000000000012,0.0,6.844518479213796
NXPI,FRC,2.4000000000000012,0.30000000000000004,2.8560806618111845
CMA,UAL,2.9000000000000017,0.9,4.975570709334319
HES,EOG,2.200000000000001,0.0,2.038952993265711
TMUS,AAPL,2.9000000000000017,0.0,4.853311556851567
LYB,VFC,2.5000000000000013,0.0,4.012958158053584
HWM,IPG,2.200000000000001,0.4,-0.05333874932353254
CDNS,ABT,2.9000000000000017,0.0,7.108402508068306
SEDG,PYPL,2.200000000000001,0.0,9.712862684931336
CDNS,TSLA,2.8000000000000016,0.0,18.92421571589672
NEE,CTSH,2.200000000000001,0.1,4.5565478371015535
DHI,HOLX,2.8000000000000016,0.0,3.5109035693967825
DOV,AIZ,2.6000000000000014,0.0,5.807320402242703
NKE,ETN,2.6000000000000014,0.0,5.062234199062081
FRC,ADI,2.9000000000000017,0.0,6.033916100749612
MTCH,NKE,2.6000000000000014,0.0,6.365501409166402
CTSH,FSLR,2.6000000000000014,0.0,11.867489363512048
C,LVS,2.6000000000000014,0.0,4.005017226371665
NFLX,ADBE,2.6000000000000014,0.1,3.9460688152948307
WDC,UAL,2.9000000000000017,0.7000000000000001,4.832700932825973
AME,A,2.5000000000000013,0.0,3.456253767567815
ROK,ISRG,2.7000000000000015,0.30000000000000004,4.086199973041392
CPT,ETR,2.6000000000000014,0.1,3.177209329190113
AME,AJG,2.5000000000000013,0.0,8.280526006187682
NXPI,TROW,2.8000000000000016,0.0,5.478461414315946
ALLE,AXP,2.300000000000001,0.0,4.142426283526761
TSLA,NVDA,2.7000000000000015,0.1,11.335114774162708
EXC,PEAK,2.6000000000000014,0.0,3.549120662934216
TRGP,CCL,2.6000000000000014,0.0,16.94182427144331
BAC,FOXA,2.6000000000000014,0.0,6.374832378140461
SYK,PH,2.7000000000000015,0.9,1.1091729018694159
UHS,AXP,1.3000000000000003,0.30000000000000004,2.981724096535476
GWW,UNH,2.4000000000000012,0.0,3.661682849025912
CTVA,GM,2.9000000000000017,0.9,2.439280780248545
PPG,NKE,2.9000000000000017,0.0,5.6727006133444915
SHW,SNPS,2.6000000000000014,0.5,4.317196841756873
DE,CRL,2.7000000000000015,0.0,3.756858951136277
PARA,LKQ,2.8000000000000016,0.0,4.538160733648136
TMUS,MTCH,2.9000000000000017,0.0,8.66077323952266
ROST,HLT,2.4000000000000012,0.0,4.695863278929901
UAL,REG,2.7000000000000015,0.4,4.742499839974854
NSC,SYK,2.000000000000001,0.0,2.7249130292256614
INTU,UNH,2.100000000000001,0.0,4.776924181760963
AWK,PG,2.8000000000000016,0.0,3.186819767036845
BR,JBHT,2.5000000000000013,0.0,3.429141761250851
MAR,FISV,2.7000000000000015,0.1,0.9159591878525157
ALGN,PAYC,1.9000000000000008,0.0,5.405147007831053
PNR,TRMB,2.9000000000000017,0.0,6.9658680105471
PH,ITW,2.9000000000000017,0.0,2.441637692861895
CRL,MSFT,2.300000000000001,0.1,3.1133666976488743
WDC,HIG,2.000000000000001,0.0,4.599362085047088
FDX,CRL,2.6000000000000014,0.1,4.485221457333662
DTE,DRI,1.9000000000000008,0.0,1.7070217795304692
CL,GOOG,2.7000000000000015,0.6000000000000001,3.620996067911284
AME,PKG,1.9000000000000008,0.2,2.2477792875299083
HD,EPAM,2.5000000000000013,0.6000000000000001,5.924950941206133
RHI,MS,2.8000000000000016,0.0,10.435834775110765
APTV,EXPE,2.5000000000000013,0.0,6.842372219643622
VRSK,URI,2.7000000000000015,0.0,3.8648040007195883
ETSY,PKI,2.300000000000001,0.0,10.318099138234553
PPG,FRC,2.6000000000000014,0.0,4.951714869979766
WDC,EOG,2.8000000000000016,0.0,10.237346446213216
DVN,KEY,2.6000000000000014,0.1,3.7249277683437234
PWR,CPRT,2.9000000000000017,0.0,4.527459422126663
CDAY,GOOGL,2.7000000000000015,0.6000000000000001,13.984294717429394
DE,ITW,2.5000000000000013,0.0,4.2820249571493125
HPQ,IPG,2.8000000000000016,0.5,2.8832124248031934
TRGP,DXC,2.9000000000000017,0.0,9.235044271836376
RTX,LW,2.5000000000000013,0.0,3.286456508356297
MAR,ALLE,1.4000000000000004,0.1,1.9224526680880065
AOS,PCAR,1.0,0.0,0.8997161442433415
GOOGL,TER,2.9000000000000017,0.0,8.51204791506364
DE,SEDG,2.9000000000000017,0.0,5.931968769671643
LUV,UAL,2.300000000000001,0.0,-0.4291098692795297
DTE,YUM,2.9000000000000017,0.0,7.391864566700073
AXP,FISV,2.8000000000000016,0.9,2.440037608641791
CF,ZION,2.8000000000000016,0.0,4.280440170209497
CMI,IEX,2.6000000000000014,0.0,2.842668459911087
TER,GOOG,2.9000000000000017,0.0,8.337972718986288
CTAS,EPAM,2.300000000000001,0.9,1.9314912092271148
NSC,SHW,2.9000000000000017,0.4,4.366940281357952
EL,ISRG,2.000000000000001,0.0,3.024111047481674
FDX,SHW,2.300000000000001,0.6000000000000001,1.6706176687115084
CTAS,INTU,1.5000000000000004,0.0,1.7689690133203269
